region,location,plot,site_id,site_year,latitude,longitude,survey_year_num,n_survival,survival_rate,median_size_cm2,disturbance_state,population_type,n_growth,positive_growth_rate
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2022,25.033681,-80.349545,2022,5,0.6,20,Acute baseline-exclusion,Natural colony,2,1
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2023,25.033681,-80.349545,2023,3,0,78.4,Acute baseline-exclusion,Natural colony,NA,NA
Florida Keys,French Reef,FR3,Florida Keys.French Reef.FR3,Florida Keys.French Reef.FR3.2011,25.035184,-80.349037,2011,11,1,839.8,Context-only pressure,Natural colony,11,0.5454545454545454
Florida Keys,French Reef,FR3,Florida Keys.French Reef.FR3,Florida Keys.French Reef.FR3.2012,25.035184,-80.349037,2012,11,0.5454545454545454,471.25,Context-only pressure,Natural colony,6,0.5
Florida Keys,French Reef,FR3,Florida Keys.French Reef.FR3,Florida Keys.French Reef.FR3.2013,25.035184,-80.349037,2013,11,0.9090909090909091,221,Context-only pressure,Natural colony,10,0.7
Florida Keys,French Reef,FR3,Florida Keys.French Reef.FR3,Florida Keys.French Reef.FR3.2014,25.035184,-80.349037,2014,11,0.8181818181818182,182.4,Context-only pressure,Natural colony,9,0.5555555555555556
Florida Keys,French Reef,FR3,Florida Keys.French Reef.FR3,Florida Keys.French Reef.FR3.2015,25.035184,-80.349037,2015,12,0.75,262.8,Context-only pressure,Natural colony,9,0.4444444444444444
Florida Keys,French Reef,FR3,Florida Keys.French Reef.FR3,Florida Keys.French Reef.FR3.2016,25.035184,-80.349037,2016,10,1,222,Context-only pressure,Natural colony,10,0.3
Florida Keys,French Reef,FR3,Florida Keys.French Reef.FR3,Florida Keys.French Reef.FR3.2017,25.035184,-80.349037,2017,12,0.5833333333333334,202.15,Acute baseline-exclusion,Natural colony,7,0.5714285714285714
Florida Keys,French Reef,FR3,Florida Keys.French Reef.FR3,Florida Keys.French Reef.FR3.2018,25.035184,-80.349037,2018,9,0.6666666666666666,288,Context-only pressure,Natural colony,5,0
Florida Keys,French Reef,FR3,Florida Keys.French Reef.FR3,Florida Keys.French Reef.FR3.2019,25.035184,-80.349037,2019,6,1,204,Context-only pressure,Natural colony,6,0.3333333333333333
Florida Keys,French Reef,FR3,Florida Keys.French Reef.FR3,Florida Keys.French Reef.FR3.2022,25.035184,-80.349037,2022,7,0,276,Acute baseline-exclusion,Natural colony,NA,NA
Florida Keys,French Reef,FR4,Florida Keys.French Reef.FR4,Florida Keys.French Reef.FR4.2022,25.03438,-80.34888,2022,12,0.8333333333333334,181.35,Acute baseline-exclusion,Natural colony,6,1
Florida Keys,French Reef,NA,NA,NA,25.03331,-80.35008,2015,28,0.7857142857142857,94,Context-only pressure,Restoration fragment,717,0.8437935843793585
Florida Keys,French Reef,NA,NA,NA,25.03333,-80.35012,2015,26,0.5769230769230769,90.5,Context-only pressure,Restoration fragment,717,0.8437935843793585
Florida Keys,French Reef,NA,NA,NA,25.03342,-80.35006,2015,30,0.7,77.1875,Context-only pressure,Restoration fragment,717,0.8437935843793585
Florida Keys,French Reef,NA,NA,NA,25.0342,-80.34897,2016,40,0.75,45,Acute baseline-exclusion,Restoration fragment,717,0.8437935843793585
Florida Keys,French Reef,NA,NA,NA,25.03438,-80.34888,2016,80,0.875,42,Acute baseline-exclusion,Restoration fragment,717,0.8437935843793585
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2011,25.109051,-80.305243,2011,12,1,2189.375,Context-only pressure,Natural colony,12,0.6666666666666666
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2012,25.109051,-80.305243,2012,12,0.6666666666666666,2626.05,Context-only pressure,Natural colony,7,0.42857142857142855
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2013,25.109051,-80.305243,2013,11,1,2687.7,Context-only pressure,Natural colony,11,0.8181818181818182
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2014,25.109051,-80.305243,2014,12,0.9166666666666666,2349.675,Context-only pressure,Natural colony,12,0.3333333333333333
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2015,25.109051,-80.305243,2015,8,0,1643.475,Context-only pressure,Natural colony,NA,NA
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2016,25.109051,-80.305243,2016,1,1,99,Acute baseline-exclusion,Natural colony,1,0
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2017,25.109051,-80.305243,2017,1,1,96,Acute baseline-exclusion,Natural colony,1,1
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2018,25.109051,-80.305243,2018,1,1,226.1,Context-only pressure,Natural colony,1,1
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2019,25.109051,-80.305243,2019,1,1,450,Context-only pressure,Natural colony,1,1
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2022,25.109051,-80.305243,2022,2,1,258.975,Acute baseline-exclusion,Natural colony,2,0.5
Florida Keys,Grecian Rocks,GR1,Florida Keys.Grecian Rocks.GR1,Florida Keys.Grecian Rocks.GR1.2023,25.109051,-80.305243,2023,2,0,246.59999999999997,Acute baseline-exclusion,Natural colony,NA,NA
Florida Keys,Grecian Rocks,GR2,Florida Keys.Grecian Rocks.GR2,Florida Keys.Grecian Rocks.GR2.2011,25.112082,-80.303222,2011,12,1,860.4,Context-only pressure,Natural colony,12,0.9166666666666666
Florida Keys,Grecian Rocks,GR2,Florida Keys.Grecian Rocks.GR2,Florida Keys.Grecian Rocks.GR2.2012,25.112082,-80.303222,2012,9,0.7777777777777778,3207.4,Context-only pressure,Natural colony,7,0.14285714285714285
Florida Keys,Grecian Rocks,GR2,Florida Keys.Grecian Rocks.GR2,Florida Keys.Grecian Rocks.GR2.2013,25.112082,-80.303222,2013,10,1,2223.475,Context-only pressure,Natural colony,10,0.9
Florida Keys,Grecian Rocks,GR2,Florida Keys.Grecian Rocks.GR2,Florida Keys.Grecian Rocks.GR2.2014,25.112082,-80.303222,2014,11,0.8181818181818182,2256.75,Context-only pressure,Natural colony,10,0
Florida Keys,Grecian Rocks,GR2,Florida Keys.Grecian Rocks.GR2,Florida Keys.Grecian Rocks.GR2.2015,25.112082,-80.303222,2015,11,0.8181818181818182,1886.8,Context-only pressure,Natural colony,10,0.1
Florida Keys,Grecian Rocks,GR2,Florida Keys.Grecian Rocks.GR2,Florida Keys.Grecian Rocks.GR2.2016,25.112082,-80.303222,2016,6,0.3333333333333333,169,Context-only pressure,Natural colony,2,0.5
Florida Keys,Grecian Rocks,GR2,Florida Keys.Grecian Rocks.GR2,Florida Keys.Grecian Rocks.GR2.2017,25.112082,-80.303222,2017,2,0,89,Acute baseline-exclusion,Natural colony,NA,NA
Florida Keys,Grecian Rocks,GR3,Florida Keys.Grecian Rocks.GR3,Florida Keys.Grecian Rocks.GR3.2012,25.109261,-80.306191,2012,12,0.8333333333333334,520.65,Context-only pressure,Natural colony,10,0.4
Florida Keys,Grecian Rocks,GR3,Florida Keys.Grecian Rocks.GR3,Florida Keys.Grecian Rocks.GR3.2013,25.109261,-80.306191,2013,11,1,705.87,Context-only pressure,Natural colony,11,0.2727272727272727
Florida Keys,Grecian Rocks,GR3,Florida Keys.Grecian Rocks.GR3,Florida Keys.Grecian Rocks.GR3.2014,25.109261,-80.306191,2014,12,1,379.15,Context-only pressure,Natural colony,12,0.4166666666666667
Florida Keys,Grecian Rocks,GR3,Florida Keys.Grecian Rocks.GR3,Florida Keys.Grecian Rocks.GR3.2015,25.109261,-80.306191,2015,11,1,312.8,Context-only pressure,Natural colony,11,0.2727272727272727
Florida Keys,Grecian Rocks,GR3,Florida Keys.Grecian Rocks.GR3,Florida Keys.Grecian Rocks.GR3.2016,25.109261,-80.306191,2016,9,1,144,Context-only pressure,Natural colony,9,0.3333333333333333
Florida Keys,Grecian Rocks,GR3,Florida Keys.Grecian Rocks.GR3,Florida Keys.Grecian Rocks.GR3.2017,25.109261,-80.306191,2017,12,0.3333333333333333,132.225,Acute baseline-exclusion,Natural colony,3,0.3333333333333333
Florida Keys,Grecian Rocks,GR3,Florida Keys.Grecian Rocks.GR3,Florida Keys.Grecian Rocks.GR3.2018,25.109261,-80.306191,2018,5,1,178.6,Context-only pressure,Natural colony,5,0.6
Florida Keys,Grecian Rocks,GR3,Florida Keys.Grecian Rocks.GR3,Florida Keys.Grecian Rocks.GR3.2019,25.109261,-80.306191,2019,5,0.6,235.2,Context-only pressure,Natural colony,2,0
Florida Keys,Grecian Rocks,GR3,Florida Keys.Grecian Rocks.GR3,Florida Keys.Grecian Rocks.GR3.2022,25.109261,-80.306191,2022,3,0.6666666666666666,88.4,Acute baseline-exclusion,Natural colony,2,1
Florida Keys,Grecian Rocks,GR3,Florida Keys.Grecian Rocks.GR3,Florida Keys.Grecian Rocks.GR3.2023,25.109261,-80.306191,2023,2,1,273.15,Acute baseline-exclusion,Natural colony,2,0
Florida Keys,Horseshoe,NA,NA,NA,25.14023,-80.2941,2016,120,0.4583333333333333,40,Acute baseline-exclusion,Restoration fragment,717,0.8437935843793585
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2005,25.123581,-80.297359,2005,13,1,8032.5,Acute baseline-exclusion,Natural colony,13,0.7692307692307693
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2006,25.123581,-80.297359,2006,12,0.8333333333333334,9385,Acute baseline-exclusion,Natural colony,10,0
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2007,25.123581,-80.297359,2007,10,1,2800.125,Context-only pressure,Natural colony,10,0.6
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2008,25.123581,-80.297359,2008,10,1,2700,Context-only pressure,Natural colony,10,0.2
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2009,25.123581,-80.297359,2009,8,1,1664.375,Acute baseline-exclusion,Natural colony,8,0.375
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2010,25.123581,-80.297359,2010,8,1,1829.25,Acute baseline-exclusion,Natural colony,7,0.42857142857142855
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2011,25.123581,-80.297359,2011,8,0.875,1424.7,Context-only pressure,Natural colony,7,0.42857142857142855
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2012,25.123581,-80.297359,2012,10,0.8,759.625,Context-only pressure,Natural colony,8,0.75
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2013,25.123581,-80.297359,2013,14,1,267.3,Context-only pressure,Natural colony,14,0.42857142857142855
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2014,25.123581,-80.297359,2014,14,0.6428571428571429,161.55,Context-only pressure,Natural colony,14,0.42857142857142855
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2015,25.123581,-80.297359,2015,9,0.6666666666666666,112.5,Context-only pressure,Natural colony,6,0.16666666666666666
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2016,25.123581,-80.297359,2016,2,0.5,82.5,Acute baseline-exclusion,Natural colony,1,0
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2017,25.123581,-80.297359,2017,1,1,148.5,Acute baseline-exclusion,Natural colony,1,0
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2018,25.123581,-80.297359,2018,1,1,148.5,Context-only pressure,Natural colony,1,0
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2019,25.123581,-80.297359,2019,1,1,97.5,Context-only pressure,Natural colony,1,1
Florida Keys,Key Largo Dry Rocks,KL1,Florida Keys.Key Largo Dry Rocks.KL1,Florida Keys.Key Largo Dry Rocks.KL1.2023,25.123581,-80.297359,2023,1,0,256,Acute baseline-exclusion,Natural colony,NA,NA
Florida Keys,Key Largo Dry Rocks,KL2,Florida Keys.Key Largo Dry Rocks.KL2,Florida Keys.Key Largo Dry Rocks.KL2.2004,25.122897,-80.297886,2004,2,0,216,Context-only pressure,Natural colony,NA,NA
Florida Keys,Key Largo Dry Rocks,KL2,Florida Keys.Key Largo Dry Rocks.KL2,Florida Keys.Key Largo Dry Rocks.KL2.2005,25.122897,-80.297886,2005,9,1,1080,Acute baseline-exclusion,Natural colony,9,0.4444444444444444
Florida Keys,Key Largo Dry Rocks,KL2,Florida Keys.Key Largo Dry Rocks.KL2,Florida Keys.Key Largo Dry Rocks.KL2.2006,25.122897,-80.297886,2006,12,0.25,338,Acute baseline-exclusion,Natural colony,3,0
Florida Keys,Key Largo Dry Rocks,KL2,Florida Keys.Key Largo Dry Rocks.KL2,Florida Keys.Key Largo Dry Rocks.KL2.2007,25.122897,-80.297886,2007,1,0,21,Context-only pressure,Natural colony,NA,NA
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2005,25.122538,-80.298287,2005,11,0.8181818181818182,445.5,Acute baseline-exclusion,Natural colony,9,0.1111111111111111
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2006,25.122538,-80.298287,2006,11,0.8181818181818182,170,Acute baseline-exclusion,Natural colony,8,0.625
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2007,25.122538,-80.298287,2007,9,0.8888888888888888,390,Context-only pressure,Natural colony,8,0.75
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2008,25.122538,-80.298287,2008,8,0.875,853,Context-only pressure,Natural colony,7,0.42857142857142855
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2009,25.122538,-80.298287,2009,7,1,930,Context-only pressure,Natural colony,7,0.2857142857142857
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2010,25.122538,-80.298287,2010,7,1,611.52,Acute baseline-exclusion,Natural colony,7,0.5714285714285714
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2011,25.122538,-80.298287,2011,12,1,126.4,Context-only pressure,Natural colony,9,0.5555555555555556
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2012,25.122538,-80.298287,2012,12,0.6666666666666666,99.45,Context-only pressure,Natural colony,8,0.625
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2013,25.122538,-80.298287,2013,11,0.9090909090909091,70,Context-only pressure,Natural colony,9,0.6666666666666666
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2014,25.122538,-80.298287,2014,12,1,73.05,Context-only pressure,Natural colony,11,0.9090909090909091
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2015,25.122538,-80.298287,2015,12,0.6666666666666666,184.5,Context-only pressure,Natural colony,12,0.5
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2016,25.122538,-80.298287,2016,4,0.75,1004.8,Acute baseline-exclusion,Natural colony,3,0.3333333333333333
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2017,25.122538,-80.298287,2017,3,0.3333333333333333,12.8,Acute baseline-exclusion,Natural colony,1,0
Florida Keys,Key Largo Dry Rocks,KL3,Florida Keys.Key Largo Dry Rocks.KL3,Florida Keys.Key Largo Dry Rocks.KL3.2018,25.122538,-80.298287,2018,1,1,158.95,Context-only pressure,Natural colony,1,0
Florida Keys,Key Largo Dry Rocks,KL4,Florida Keys.Key Largo Dry Rocks.KL4,Florida Keys.Key Largo Dry Rocks.KL4.2011,25.124294,-80.298833,2011,8,1,866.7,Context-only pressure,Natural colony,8,0.875
Florida Keys,Key Largo Dry Rocks,KL4,Florida Keys.Key Largo Dry Rocks.KL4,Florida Keys.Key Largo Dry Rocks.KL4.2012,25.124294,-80.298833,2012,10,0.7,1075.8000000000002,Context-only pressure,Natural colony,7,0.42857142857142855
Florida Keys,Key Largo Dry Rocks,KL4,Florida Keys.Key Largo Dry Rocks.KL4,Florida Keys.Key Largo Dry Rocks.KL4.2013,25.124294,-80.298833,2013,9,1,1980,Context-only pressure,Natural colony,9,0.7777777777777778
Florida Keys,Key Largo Dry Rocks,KL4,Florida Keys.Key Largo Dry Rocks.KL4,Florida Keys.Key Largo Dry Rocks.KL4.2014,25.124294,-80.298833,2014,9,0.6666666666666666,2355.2,Context-only pressure,Natural colony,6,0.8333333333333334
Florida Keys,Key Largo Dry Rocks,KL4,Florida Keys.Key Largo Dry Rocks.KL4,Florida Keys.Key Largo Dry Rocks.KL4.2015,25.124294,-80.298833,2015,6,0.3333333333333333,2807.925,Context-only pressure,Natural colony,2,0.5
Florida Keys,Key Largo Dry Rocks,KL4,Florida Keys.Key Largo Dry Rocks.KL4,Florida Keys.Key Largo Dry Rocks.KL4.2016,25.124294,-80.298833,2016,2,1,9633,Context-only pressure,Natural colony,2,0
Florida Keys,Key Largo Dry Rocks,KL4,Florida Keys.Key Largo Dry Rocks.KL4,Florida Keys.Key Largo Dry Rocks.KL4.2017,25.124294,-80.298833,2017,2,0.5,4032.6,Acute baseline-exclusion,Natural colony,1,0
Florida Keys,Little Elbow,LE2,Florida Keys.Little Elbow.LE2,Florida Keys.Little Elbow.LE2.2024,25.15391,-80.2678,2024,1,0,18560,Context-only pressure,Natural colony,NA,NA
Florida Keys,Looe Key,LK1,Florida Keys.Looe Key.LK1,Florida Keys.Looe Key.LK1.2011,24.54593,-81.40731,2011,35,0.9428571428571428,821.7777777777778,Context-only pressure,Natural colony,33,0.36363636363636365
Florida Keys,Looe Key,LK1,Florida Keys.Looe Key.LK1,Florida Keys.Looe Key.LK1.2012,24.54593,-81.40731,2012,40,0.85,654.9711111111112,Context-only pressure,Natural colony,32,0.8125
Florida Keys,Looe Key,LK1,Florida Keys.Looe Key.LK1,Florida Keys.Looe Key.LK1.2013,24.54593,-81.40731,2013,43,0.7674418604651163,836.07,Context-only pressure,Natural colony,32,0.65625
Florida Keys,Looe Key,LK1,Florida Keys.Looe Key.LK1,Florida Keys.Looe Key.LK1.2014,24.54593,-81.40731,2014,36,0.8888888888888888,1318.62,Context-only pressure,Natural colony,30,0.7666666666666667
Florida Keys,Looe Key,LK2,Florida Keys.Looe Key.LK2,Florida Keys.Looe Key.LK2.2011,24.54593,-81.40731,2011,24,0.8333333333333334,1986.7666666666669,Context-only pressure,Natural colony,20,0.15
Florida Keys,Looe Key,LK2,Florida Keys.Looe Key.LK2,Florida Keys.Looe Key.LK2.2012,24.54593,-81.40731,2012,27,0.8888888888888888,616.3333333333334,Context-only pressure,Natural colony,23,0.8260869565217391
Florida Keys,Looe Key,LK2,Florida Keys.Looe Key.LK2,Florida Keys.Looe Key.LK2.2013,24.54593,-81.40731,2013,25,0.92,662.4255555555555,Context-only pressure,Natural colony,23,0.6521739130434783
Florida Keys,Looe Key,LK2,Florida Keys.Looe Key.LK2,Florida Keys.Looe Key.LK2.2014,24.54593,-81.40731,2014,26,0.9230769230769231,569.6388888888889,Context-only pressure,Natural colony,24,0.5416666666666666
Florida Keys,Looe Key,LK3,Florida Keys.Looe Key.LK3,Florida Keys.Looe Key.LK3.2011,24.54593,-81.40731,2011,36,0.75,1308.0277777777778,Context-only pressure,Natural colony,27,0.7777777777777778
Florida Keys,Looe Key,LK3,Florida Keys.Looe Key.LK3,Florida Keys.Looe Key.LK3.2012,24.54593,-81.40731,2012,31,0.9354838709677419,1300.5,Context-only pressure,Natural colony,29,0.896551724137931
Florida Keys,Looe Key,LK3,Florida Keys.Looe Key.LK3,Florida Keys.Looe Key.LK3.2013,24.54593,-81.40731,2013,32,0.90625,2514.326111111111,Context-only pressure,Natural colony,29,0.8275862068965517
Florida Keys,Looe Key,LK3,Florida Keys.Looe Key.LK3,Florida Keys.Looe Key.LK3.2014,24.54593,-81.40731,2014,31,0.9354838709677419,3061.7777777777774,Context-only pressure,Natural colony,29,0.6206896551724138
Florida Keys,Marker 3 Reef,MR1,Florida Keys.Marker 3 Reef.MR1,Florida Keys.Marker 3 Reef.MR1.2010,25.37328,-80.16062,2010,39,0.9487179487179487,809.7022222222223,Acute baseline-exclusion,Natural colony,37,0.8648648648648649
Florida Keys,Marker 3 Reef,MR1,Florida Keys.Marker 3 Reef.MR1,Florida Keys.Marker 3 Reef.MR1.2012,25.37328,-80.16062,2012,56,0.9107142857142857,646.74,Context-only pressure,Natural colony,49,0.7346938775510204
Florida Keys,Marker 3 Reef,MR1,Florida Keys.Marker 3 Reef.MR1,Florida Keys.Marker 3 Reef.MR1.2013,25.37328,-80.16062,2013,59,0.9491525423728814,855,Context-only pressure,Natural colony,56,0.8035714285714286
Florida Keys,Marker 3 Reef,MR1,Florida Keys.Marker 3 Reef.MR1,Florida Keys.Marker 3 Reef.MR1.2014,25.37328,-80.16062,2014,68,0.17647058823529413,748.6666666666667,Context-only pressure,Natural colony,12,0.08333333333333333
Florida Keys,Marker 3 Reef,MR2,Florida Keys.Marker 3 Reef.MR2,Florida Keys.Marker 3 Reef.MR2.2011,25.37328,-80.16062,2011,59,0.9322033898305084,193.6,Context-only pressure,Natural colony,54,0.9814814814814815
Florida Keys,Marker 3 Reef,MR2,Florida Keys.Marker 3 Reef.MR2,Florida Keys.Marker 3 Reef.MR2.2012,25.37328,-80.16062,2012,117,0.8290598290598291,106.7777777777778,Context-only pressure,Natural colony,97,0.8350515463917526
Florida Keys,Marker 3 Reef,MR2,Florida Keys.Marker 3 Reef.MR2,Florida Keys.Marker 3 Reef.MR2.2013,25.37328,-80.16062,2013,150,0.11333333333333333,181.3438888888889,Context-only pressure,Natural colony,17,0
Florida Keys,Marker 3 Reef,MR2,Florida Keys.Marker 3 Reef.MR2,Florida Keys.Marker 3 Reef.MR2.2015,25.37328,-80.16062,2015,17,0.7058823529411765,66.69444444444443,Context-only pressure,Natural colony,6,0.8333333333333334
Florida Keys,Marker 3 Reef,MR3,Florida Keys.Marker 3 Reef.MR3,Florida Keys.Marker 3 Reef.MR3.2011,25.37328,-80.16062,2011,49,1,266.7777777777777,Context-only pressure,Natural colony,49,0.9591836734693877
Florida Keys,Marker 3 Reef,MR3,Florida Keys.Marker 3 Reef.MR3,Florida Keys.Marker 3 Reef.MR3.2012,25.37328,-80.16062,2012,91,0.945054945054945,186.77777777777777,Context-only pressure,Natural colony,80,0.8
Florida Keys,Marker 3 Reef,MR3,Florida Keys.Marker 3 Reef.MR3,Florida Keys.Marker 3 Reef.MR3.2013,25.37328,-80.16062,2013,106,0.05660377358490566,209.20222222222225,Context-only pressure,Natural colony,6,0.6666666666666666
Florida Keys,Marker 3 Reef,MR3,Florida Keys.Marker 3 Reef.MR3,Florida Keys.Marker 3 Reef.MR3.2015,25.37328,-80.16062,2015,9,0.7777777777777778,136.9,Context-only pressure,Natural colony,6,0.8333333333333334
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2004,25.00958,-80.37481,2004,1,0,135,Context-only pressure,Natural colony,NA,NA
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2005,25.00958,-80.37481,2005,9,1,4200,Acute baseline-exclusion,Natural colony,9,0.4444444444444444
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2006,25.00958,-80.37481,2006,11,1,1575,Acute baseline-exclusion,Natural colony,11,0.2727272727272727
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2007,25.00958,-80.37481,2007,11,1,513,Context-only pressure,Natural colony,10,0.4
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2008,25.00958,-80.37481,2008,9,1,630,Context-only pressure,Natural colony,9,0.5555555555555556
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2009,25.00958,-80.37481,2009,8,1,728.19,Acute baseline-exclusion,Natural colony,8,0.625
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2010,25.00958,-80.37481,2010,7,1,1332,Acute baseline-exclusion,Natural colony,7,0.5714285714285714
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2011,25.00958,-80.37481,2011,8,0.875,781.02,Context-only pressure,Natural colony,7,0.8571428571428571
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2012,25.00958,-80.37481,2012,9,0.7777777777777778,493.5,Context-only pressure,Natural colony,7,0.7142857142857143
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2013,25.00958,-80.37481,2013,9,1,1200.5,Context-only pressure,Natural colony,9,0.7777777777777778
Florida Keys,Molasses Reef,ML1,Florida Keys.Molasses Reef.ML1,Florida Keys.Molasses Reef.ML1.2014,25.00958,-80.37481,2014,10,0.9,681,Context-only pressure,Natural colony,10,0.5
